year,colony,exchange,region,country,country.description,product,product.description,type.record,unit,unit.metric,conversion.to.metric,value.local.currency,quantity,value.British.pounds,quantity.metric,unit.value.local.currency,unit.value.British.pounds,notes,sources
1939,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"163,000","68,749","163,000",3492610,0.047,0.047,"Hides, dry and salted (excl. Sheep and goat)",SABC [1936-1945] 149-151
1940,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"227,000","82,722","227,000",4202472,0.054,0.054,"Hides, dry and salted (excl. Sheep and goat)",SABC [1936-1945] 149-151
1941,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"290,000","96,177","290,000",4886017,0.059,0.059,"Hides, dry and salted (excl. Sheep and goat)",SABC [1936-1945] 149-151
1942,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"323,000","81,722","323,000",4151669,0.078,0.078,"Hides, dry and salted (excl. Sheep and goat)",SABC [1936-1945] 149-151
1943,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"363,000","95,313","363,000",4842124,0.075,0.075,"Hides, dry and salted (excl. Sheep and goat)",SABC [1936-1945] 149-151
1944,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"253,000","67,556","253,000",3432003,0.074,0.074,"Hides, dry and salted (excl. Sheep and goat)",SABC [1936-1945] 149-151
1945,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"216,000","56,038","216,000",2846862,0.076,0.076,"Hides, dry and salted (excl. Sheep and goat)",SABC [1936-1945] 149-151
1946,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"301,000","50,435","301,000",2562216,0.117,0.117,"Hides, dry and salted (excl. Sheep and goat)",SABC [1933-1947] 142-144
1947,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"612,000","72,422","612,000",3679207,0.166,0.166,"Hides, dry and salted (excl. Sheep and goat)",SABC [1933-1947] 142-144
1905,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,520,"51,280",520,23260,0.022,0.022,Year ended 31st March,SABC [1896-1910] 118-121
1906,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"2,362","195,776","2,362",88802,0.027,0.027,Year ended 31st March,SABC [1896-1910] 118-121
1907,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"12,818","494,256","12,818",224191,0.057,0.057,Year ended 31st March,SABC [1896-1910] 118-121
1908,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"48,957","1,525,900","48,957",692137,0.071,0.071,Year ended 31st March,SABC [1896-1910] 118-121
1909,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"35,910","1,398,208","35,910",634216,0.057,0.057,Year ended 31st March,SABC [1896-1910] 118-121
1910,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"41,856","1,530,592","41,856",694265,0.06,0.06,Year ended 31st March,SABC [1896-1910] 118-122
1911,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,CWTS,KG,45.36,"210,903","49,061","210,903",2225370,0.095,0.095,Year ended 31st March,SABC [1909-1923] 159-160
1912,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,CWTS,KG,45.36,"240,878","85,681","240,878",3886425,0.062,0.062,Year ended 31st March,SABC [1909-1923] 159-160
1913,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,CWTS,KG,45.36,"289,328","107,289","289,328",4866547,0.059,0.059,Year ended 31st March,SABC [1909-1923] 159-160
1914,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,CWTS,KG,45.36,"358,564","110,663","358,564",5019589,0.071,0.071,Year ended 31st March,SABC [1909-1923] 159-160
1915,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,CWTS,KG,45.36,"346,904","131,669","346,904",5972405,0.058,0.058,Year ended 31st March,SABC [1909-1923] 159-160
1916,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,CWTS,KG,45.36,"213,003","92,876","213,003",4212784,0.051,0.051,Year ended 31st March,SABC [1909-1923] 159-160
1917,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,CWTS,KG,45.36,"431,984","101,900","431,984",4622106,0.093,0.093,Year ended 31st March,SABC [1909-1923] 159-160
1918,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,CWTS,KG,45.36,"702,775","106,707","702,775",4840148,0.145,0.145,Year ended 31st March,SABC [1909-1923] 159-160
1919,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,CWTS,KG,45.36,"1,064,045","122,280","1,064,045",5546528,0.192,0.192,Year ended 31st March,SABC [1909-1923] 159-160
1920,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,CWTS,KG,45.36,"2,138,621","162,233","2,138,621",7358765,0.291,0.291,Year ended 31st March,SABC [1909-1923] 159-160
1921,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,CWTS,KG,45.36,"4,430,303","500,068","4,430,303",22682703,0.195,0.195,Year starts on 31st March 1920 ends on 31st December 1921,SABC [1909-1923] 159-160
1922,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,CWTS,KG,45.36,"1,198,124","254,508","1,198,124",11544289,0.104,0.104,,SABC [1909-1923] 159-160
1923,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,CWTS,KG,45.36,"2,093,776","382,897","2,093,776",17367916,0.121,0.121,,SABC [1909-1923] 159-160
1924,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"3,489,000","51,510,000","3,489,000",23364543,0.149,0.149,,SABC [1924-1933] 219-220
1925,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"4,694,000","78,585,000","4,694,000",35645556,0.132,0.132,,SABC [1924-1933] 219-220
1926,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"3,057,000","72,470,000","3,057,000",32871839,0.093,0.093,,SABC [1924-1933] 219-220
1927,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"1,693,000","52,748,000","1,693,000",23926090,0.071,0.071,,SABC [1924-1933] 219-220
1928,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"2,486,000","55,647,000","2,486,000",25241055,0.098,0.098,,SABC [1924-1933] 219-220
1929,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"3,315,000","81,703,000","3,315,000",37059857,0.089,0.089,,SABC [1924-1933] 219-220
1930,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"1,570,000","52,141,000","1,570,000",23650760,0.066,0.066,,SABC [1924-1933] 219-220
1931,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"1,510,000","75,881,000","1,510,000",34419043,0.044,0.044,,SABC [1924-1933] 219-220
1932,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"1,593,000","83,382,000","1,593,000",37821439,0.042,0.042,,SABC [1924-1933] 219-220
1933,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"2,706,000","118,998,000","2,706,000",53976585,0.05,0.05,,SABC [1924-1933] 219-220
1934,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"2,956,000","115,432,000","2,956,000",52359074,0.056,0.056,,SABC [1933-1947] 141-142
1935,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"2,899,000","104,139,000","2,899,000",47236656,0.061,0.061,,SABC [1933-1947] 141-142
1936,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"3,477,000","134,354,000","3,477,000",60941949,0.057,0.057,,SABC [1933-1947] 141-142
1937,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"4,461,000","142,476,000","4,461,000",64626027,0.069,0.069,,SABC [1933-1947] 141-142
1938,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"3,532,000","165,780,000","3,532,000",75196543,0.047,0.047,,SABC [1936-1945] 149-151
1939,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"2,780,000","137,820,000","2,780,000",62514100,0.044,0.044,,SABC [1936-1945] 149-151
1940,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"3,877,000","125,263,000","3,877,000",56818341,0.068,0.068,,SABC [1936-1945] 149-151
1941,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"4,382,000","150,592,000","4,382,000",68307382,0.064,0.064,,SABC [1936-1945] 149-151
1942,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"2,953,000","97,790,000","2,953,000",44356798,0.067,0.067,,SABC [1936-1945] 149-151
1943,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"3,396,000","51,432,000","3,396,000",23329163,0.146,0.146,,SABC [1936-1945] 149-151
1944,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"5,206,000","78,088,000","5,206,000",35420121,0.147,0.147,,SABC [1936-1945] 149-151
1945,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"7,131,000","107,387,000","7,131,000",48709924,0.146,0.146,,SABC [1936-1945] 149-151
1946,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"5,661,000","88,954,000","5,661,000",40348856,0.14,0.14,,SABC [1933-1947] 142-144
1947,GB,1,EA,KUP,Kenya and Uganda Protectorate,_5201,Cotton: raw,_EX,LBS,KG,0.45,"7,218,000","102,455,000","7,218,000",46472806,0.155,0.155,,SABC [1933-1947] 142-144
1909,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"41,507","21,278","41,507",21278,1.951,1.951,,SABC [1909-1923] 153-154
1910,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"6,643","1,812","6,643",1812,3.666,3.666,,SABC [1909-1923] 153-154
1911,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"20,235","4,307","20,235",4307,4.698,4.698,,SABC [1909-1923] 153-154
1912,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"6,086",850,"6,086",850,7.16,7.16,,SABC [1909-1923] 153-154
1913,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"25,058","3,835","25,058",3835,6.534,6.534,,SABC [1909-1923] 153-154
1914,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"47,696","7,610","47,696",7610,6.268,6.268,,SABC [1909-1923] 153-154
1915,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"36,867","6,847","36,867",6847,5.384,5.384,,SABC [1909-1923] 153-154
1916,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"25,419","4,220","25,419",4220,6.023,6.023,,SABC [1909-1923] 153-154
1917,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"25,979","4,008","25,979",4008,6.482,6.482,,SABC [1909-1923] 153-154
1918,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"51,160","6,768","51,160",6768,7.559,7.559,,SABC [1909-1923] 153-154
1919,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"69,421","7,778","69,421",7778,8.925,8.925,,SABC [1909-1923] 153-154
1920,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"87,388","7,738","87,388",7738,11.293,11.293,,SABC [1909-1923] 153-154
1921,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"90,556","10,022","90,556",10022,9.036,9.036,,SABC [1909-1923] 153-154
1922,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"58,202","10,018","58,202",10018,5.81,5.81,,SABC [1909-1923] 153-154
1923,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"57,462","14,406","57,462",14406,3.989,3.989,,SABC [1909-1923] 153-154
1924,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"53,666","12,567","53,666",12567,4.27,4.27,,SABC [1924-1933] 214
1925,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"54,761","11,572","54,761",11572,4.732,4.732,,SABC [1924-1933] 214
1926,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"48,386","9,013","48,386",9013,5.368,5.368,,SABC [1924-1933] 214
1927,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"32,937","5,927","32,937",5927,5.557,5.557,,SABC [1924-1933] 214
1928,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"19,052","3,719","19,052",3719,5.123,5.123,,SABC [1924-1933] 214
1929,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"6,417","1,143","6,417",1143,5.614,5.614,,SABC [1924-1933] 214
1930,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,578,86,578,86,6.721,6.721,,SABC [1924-1933] 214
1931,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"17,320","3,414","17,320",3414,5.073,5.073,,SABC [1924-1933] 214
1932,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"9,679","2,561","9,679",2561,3.779,3.779,,SABC [1924-1933] 214
1933,GB,1,EA,NRH,Northern Rhodesia,_0102,Livestock: cattle,_EX,NO,NO,1,"15,389","2,582","15,389",2582,5.96,5.96,,SABC [1924-1933] 214
1909,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,15,36,15,1829,0.008,0.008,,SABC [1909-1923] 153-154
1910,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,51,184,51,9348,0.005,0.005,,SABC [1909-1923] 153-154
1911,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"5,661","17,093","5,661",868364,0.007,0.007,,SABC [1909-1923] 153-154
1912,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"8,191","16,045","8,191",815124,0.01,0.01,,SABC [1909-1923] 153-154
1913,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"25,266","50,011","25,266",2540676,0.01,0.01,,SABC [1909-1923] 153-154
1914,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"10,454","36,504","10,454",1854489,0.006,0.006,,SABC [1909-1923] 153-154
1915,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"11,608","43,511","11,608",2210461,0.005,0.005,,SABC [1909-1923] 153-154
1916,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"7,637","19,918","7,637",1011881,0.008,0.008,,SABC [1909-1923] 153-154
1917,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"12,251","27,618","12,251",1403059,0.009,0.009,,SABC [1909-1923] 153-154
1918,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"25,826","50,417","25,826",2561302,0.01,0.01,,SABC [1909-1923] 153-154
1919,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"43,882","85,847","43,882",4361229,0.01,0.01,,SABC [1909-1923] 153-154
1920,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"57,490","107,577","57,490",5465164,0.011,0.011,,SABC [1909-1923] 153-154
1921,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"22,240","84,610","22,240",4298386,0.005,0.005,,SABC [1909-1923] 153-154
1922,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"25,995","87,347","25,995",4437432,0.006,0.006,,SABC [1909-1923] 153-154
1923,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"31,018","110,157","31,018",5596234,0.006,0.006,,SABC [1909-1923] 153-154
1924,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"27,914","71,400","27,914",3627287,0.008,0.008,,SABC [1924-1933] 214
1925,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"29,513","80,653","29,513",4097362,0.007,0.007,,SABC [1924-1933] 214
1926,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"31,246","87,902","31,246",4465628,0.007,0.007,,SABC [1924-1933] 214
1927,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"52,843","141,594","52,843",7193307,0.007,0.007,,SABC [1924-1933] 214
1928,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"26,744","77,687","26,744",3946682,0.007,0.007,,SABC [1924-1933] 214
1929,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"23,088","68,157","23,088",3462535,0.007,0.007,,SABC [1924-1933] 214
1930,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"14,988","49,175","14,988",2498205,0.006,0.006,,SABC [1924-1933] 214
1931,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"17,119","54,178","17,119",2752369,0.006,0.006,,SABC [1924-1933] 214
1932,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,850,"3,623",850,184057,0.005,0.005,,SABC [1924-1933] 214
1933,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"13,768","131,966","13,768",6704182,0.002,0.002,,SABC [1924-1933] 214
1934,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"2,510","10,000","2,510",508023,0.005,0.005,,SABC [1929-1938] 143
1935,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"2,510","10,000","2,510",508023,0.005,0.005,Value and quantity not stated,SABC [1929-1938] 143
1936,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"60,685","315,609","60,685",16033677,0.004,0.004,,SABC [1929-1938] 143
1937,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"80,446","460,584","80,446",23398747,0.003,0.003,,SABC [1929-1938] 143
1938,GB,1,EA,NRH,Northern Rhodesia,_1005,Maize,_EX,CWTL,KG,50.8,"9,946","57,326","9,946",2912295,0.003,0.003,,SABC [1929-1938] 143
1909,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,621,"10,852",621,4922,0.126,0.126,,SABC [1909-1923] 153-154
1910,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,966,"24,138",966,10949,0.088,0.088,,SABC [1909-1923] 153-154
1911,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,314,"8,868",314,4022,0.078,0.078,,SABC [1909-1923] 153-154
1912,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"1,027","15,428","1,027",6998,0.147,0.147,,SABC [1909-1923] 153-154
1913,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"1,640","24,352","1,640",11046,0.148,0.148,,SABC [1909-1923] 153-154
1914,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"2,620","69,668","2,620",31601,0.083,0.083,,SABC [1909-1923] 153-154
1915,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"3,886","95,690","3,886",43404,0.09,0.09,,SABC [1909-1923] 153-154
1916,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"6,272","197,933","6,272",89781,0.07,0.07,,SABC [1909-1923] 153-154
1917,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"8,490","265,307","8,490",120341,0.071,0.071,,SABC [1909-1923] 153-154
1918,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"16,297","445,150","16,297",201917,0.081,0.081,,SABC [1909-1923] 153-154
1919,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"25,713","674,782","25,713",306076,0.084,0.084,,SABC [1909-1923] 153-154
1920,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"40,340","915,650","40,340",415332,0.097,0.097,,SABC [1909-1923] 153-154
1921,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"47,856","1,135,821","47,856",515200,0.093,0.093,,SABC [1909-1923] 153-154
1922,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"32,214","832,986","32,214",377836,0.085,0.085,,SABC [1909-1923] 153-154
1923,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"62,643","973,802","62,643",441709,0.142,0.142,,SABC [1909-1923] 153-154
1924,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"91,000","1,459,000","91,000",661791,0.138,0.138,,SABC [1924-1933] 214
1925,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"99,000","1,444,000","99,000",654987,0.151,0.151,,SABC [1924-1933] 214
1926,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"156,000","2,053,000","156,000",931225,0.168,0.168,,SABC [1924-1933] 214
1927,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"241,000","3,302,000","241,000",1497762,0.161,0.161,,SABC [1924-1933] 214
1928,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"101,000","2,064,000","101,000",936215,0.108,0.108,,SABC [1924-1933] 214
1929,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"70,000","1,650,000","70,000",748427,0.094,0.094,,SABC [1924-1933] 214
1930,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"57,000","1,296,000","57,000",587856,0.097,0.097,,SABC [1924-1933] 214
1931,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"33,000","879,000","33,000",398708,0.083,0.083,,SABC [1924-1933] 214
1932,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"39,000","1,071,000","39,000",485797,0.08,0.08,,SABC [1924-1933] 214
1933,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"35,000","964,000","35,000",437263,0.08,0.08,,SABC [1924-1933] 214
1934,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"42,000","1,156,000","42,000",524353,0.08,0.08,,SABC [1933-1947] 130
1935,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"43,000","1,207,000","43,000",547486,0.079,0.079,,SABC [1933-1947] 130
1936,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"38,000","1,152,000","38,000",522538,0.073,0.073,,SABC [1933-1947] 130
1937,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"42,000","1,021,000","42,000",463118,0.091,0.091,,SABC [1933-1947] 130
1938,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"73,000","1,801,000","73,000",816920,0.089,0.089,,SABC [1933-1947] 130
1939,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"97,000","1,965,000","97,000",891309,0.109,0.109,,SABC [1933-1947] 130
1940,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"102,000","2,018,000","102,000",915349,0.111,0.111,,SABC [1936-1945] 132
1941,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"121,000","2,119,000","121,000",961162,0.126,0.126,,SABC [1936-1945] 132
1942,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"162,000","2,543,000","162,000",1153485,0.14,0.14,,SABC [1936-1945] 132
1943,GB,1,EA,NRH,Northern Rhodesia,_2401,Tobacco: unmanufactured,_EX,LBS,KG,0.45,"125,000","1,953,000","125,000",885866,0.141,0.141,,SABC [1936-1945] 132
