year,colony,exchange,region,country,country.description,product,product.description,type.record,unit,unit.metric,conversion.to.metric,value.local.currency,quantity,value.British.pounds,quantity.metric,unit.value.local.currency,unit.value.British.pounds,notes,sources
1925,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"417,000","1,219,000","417,000",61928059,0.007,0.007,,SABC [1924-1933] 219-220
1926,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"281,000","929,000","281,000",47195379,0.006,0.006,,SABC [1924-1933] 219-220
1927,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"506,000","1,788,000","506,000",90834594,0.006,0.006,,SABC [1924-1933] 219-220
1928,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"306,000","893,000","306,000",45366494,0.007,0.007,,SABC [1924-1933] 219-220
1929,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"310,000","775,000","310,000",39371818,0.008,0.008,,SABC [1924-1933] 219-220
1930,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"566,000","2,223,000","566,000",112933614,0.005,0.005,,SABC [1924-1933] 219-220
1931,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"420,000","1,860,000","420,000",94492363,0.004,0.004,,SABC [1924-1933] 219-220
1932,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"118,000","516,000","118,000",26214010,0.005,0.005,,SABC [1924-1933] 219-220
1933,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"213,000","1,133,000","213,000",57559057,0.004,0.004,,SABC [1924-1933] 219-220
1934,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"105,000","440,000","105,000",22353032,0.005,0.005,,SABC [1933-1947] 141-142
1935,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"185,000","1,199,000","185,000",60912012,0.003,0.003,,SABC [1933-1947] 141-142
1936,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"233,000","1,452,000","233,000",73765006,0.003,0.003,,SABC [1933-1947] 141-142
1937,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"199,000","728,000","199,000",36984107,0.005,0.005,,SABC [1933-1947] 141-142
1938,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"259,000","1,176,000","259,000",59743558,0.004,0.004,,SABC [1936-1945] 149-151
1939,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"222,000","1,007,000","222,000",51157962,0.004,0.004,,SABC [1936-1945] 149-151
1940,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"103,000","365,000","103,000",18542856,0.006,0.006,,SABC [1936-1945] 149-151
1941,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"133,000","507,000","133,000",25756789,0.005,0.005,,SABC [1936-1945] 149-151
1942,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"70,000","278,000","70,000",14123052,0.005,0.005,,SABC [1936-1945] 149-151
1943,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"29,000","84,000","29,000",4267397,0.007,0.007,,SABC [1936-1945] 149-151
1944,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"15,000","43,000","15,000",2184501,0.007,0.007,,SABC [1936-1945] 149-151
1945,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"458,000","1,077,000","458,000",54714126,0.008,0.008,,SABC [1936-1945] 149-151
1946,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"156,000","348,000","156,000",17679216,0.009,0.009,,SABC [1933-1947] 142-144
1947,GB,1,EA,KUP,Kenya and Uganda Protectorate,_1005,Maize,_EX,CWTL,KG,50.8,"672,000","1,249,000","672,000",63452129,0.011,0.011,,SABC [1933-1947] 142-144
1910,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,CWTL,KG,50.8,596,726,596,36883,0.016,0.016,Year ended 31st March,SABC [1909-1923] 159-160
1911,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,CWTL,KG,50.8,"1,016","1,301","1,016",66094,0.015,0.015,Year ended 31st March,SABC [1909-1923] 159-160
1912,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,CWTL,KG,50.8,361,421,361,21388,0.017,0.017,Year ended 31st March,SABC [1909-1923] 159-160
1913,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,CWTL,KG,50.8,803,312,803,15850,0.051,0.051,Year ended 31st March,SABC [1909-1923] 159-160
1914,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,CWTL,KG,50.8,"1,200",322,"1,200",16358,0.073,0.073,Year ended 31st March,SABC [1909-1923] 159-160
1915,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,CWTL,KG,50.8,"13,712","5,116","13,712",259905,0.053,0.053,Year ended 31st March,SABC [1909-1923] 159-160
1916,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,CWTL,KG,50.8,"1,724","1,546","1,724",78540,0.022,0.022,Year ended 31st March,SABC [1909-1923] 159-160
1917,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,CWTL,KG,50.8,"45,056","43,283","45,056",2198878,0.02,0.02,Year ended 31st March,SABC [1909-1923] 159-160
1918,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,CWTL,KG,50.8,"111,322","93,755","111,322",4762974,0.023,0.023,Year ended 31st March,SABC [1909-1923] 159-160
1919,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,CWTL,KG,50.8,"269,258","240,133","269,258",12199320,0.022,0.022,Year ended 31st March,SABC [1909-1923] 159-160
1920,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,CWTL,KG,50.8,"220,064","210,880","220,064",10713199,0.021,0.021,Year ended 31st March,SABC [1909-1923] 159-160
1921,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,CWTL,KG,50.8,"262,056","956,172","262,056",48575780,0.005,0.005,Year starts on 31st March 1920 ends on 31st December 1921,SABC [1909-1923] 159-160
1922,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,CWTL,KG,50.8,"260,410","974,200","260,410",49491645,0.005,0.005,,SABC [1909-1923] 159-160
1923,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,CWTL,KG,50.8,"142,917","635,240","142,917",32271682,0.004,0.004,,SABC [1909-1923] 159-160
1924,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","154,000","34,326","154,000",34876826,0.004,0.004,,SABC [1924-1933] 219-220
1925,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","214,000","48,306","214,000",49081162,0.004,0.004,,SABC [1924-1933] 219-220
1926,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","87,000","19,427","87,000",19738743,0.004,0.004,,SABC [1924-1933] 219-220
1927,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","263,000","56,675","263,000",57584459,0.005,0.005,,SABC [1924-1933] 219-220
1928,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","403,000","78,255","403,000",79510751,0.005,0.005,,SABC [1924-1933] 219-220
1929,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","277,000","55,137","277,000",56021778,0.005,0.005,,SABC [1924-1933] 219-220
1930,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","222,000","49,270","222,000",50060631,0.004,0.004,,SABC [1924-1933] 219-220
1931,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","199,000","44,171","199,000",44879808,0.004,0.004,,SABC [1924-1933] 219-220
1932,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","170,000","37,263","170,000",37860956,0.004,0.004,,SABC [1924-1933] 219-220
1933,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","195,000","43,051","195,000",43741835,0.004,0.004,,SABC [1924-1933] 219-220
1934,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","141,000","30,832","141,000",31326758,0.005,0.005,,SABC [1933-1947] 141-142
1935,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","176,000","38,723","176,000",39344384,0.004,0.004,,SABC [1933-1947] 141-142
1936,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","211,000","46,549","211,000",47295968,0.004,0.004,,SABC [1933-1947] 141-142
1937,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","187,000","41,330","187,000",41993219,0.004,0.004,,SABC [1933-1947] 141-142
1938,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","133,000","29,426","133,000",29898196,0.004,0.004,,SABC [1936-1945] 149-151
1939,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","185,000","40,585","185,000",41236264,0.004,0.004,,SABC [1936-1945] 149-151
1940,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","114,000","24,827","114,000",25225397,0.005,0.005,,SABC [1936-1945] 149-151
1941,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","256,000","56,268","256,000",57170927,0.004,0.004,,SABC [1936-1945] 149-151
1942,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","294,000","64,537","294,000",65572619,0.004,0.004,,SABC [1936-1945] 149-151
1943,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","313,000","68,597","313,000",69697770,0.004,0.004,,SABC [1936-1945] 149-151
1944,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","253,000","55,829","253,000",56724883,0.004,0.004,,SABC [1936-1945] 149-151
1945,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","350,000","72,182","350,000",73340298,0.005,0.005,,SABC [1936-1945] 149-151
1946,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","426,000","78,417","426,000",79675350,0.005,0.005,,SABC [1933-1947] 142-144
1947,GB,1,EA,KUP,Kenya and Uganda Protectorate,_28361,Sodium carbonate,_EX,TONL,KG,"1,016.05","572,000","98,648","572,000",100230995,0.006,0.006,,SABC [1933-1947] 142-144
1897,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"11,747","139,990","11,747",63498,0.185,0.185,Year ended 31st March,SABC [1896-1910] 118-121
1898,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"8,361","85,650","8,361",38850,0.215,0.215,Year ended 31st March,SABC [1896-1910] 118-121
1899,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"12,792","106,272","12,792",48204,0.265,0.265,Year ended 31st March,SABC [1896-1910] 118-121
1900,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"17,382","148,980","17,382",67576,0.257,0.257,Year ended 31st March,SABC [1896-1910] 118-121
1901,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"10,060","100,600","10,060",45631,0.22,0.22,Year ended 31st March,SABC [1896-1910] 118-121
1902,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"5,112","51,120","5,112",23188,0.22,0.22,Year ended 31st March,SABC [1896-1910] 118-121
1903,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"11,209","146,406","11,209",66409,0.169,0.169,Year ended 31st March,SABC [1896-1910] 118-121
1904,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"13,567","142,757","13,567",64753,0.21,0.21,Year ended 31st March,SABC [1896-1910] 118-121
1905,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"25,044","234,833","25,044",106518,0.235,0.235,Year ended 31st March,SABC [1896-1910] 118-121
1906,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"24,624","186,750","24,624",84708,0.291,0.291,Year ended 31st March,SABC [1896-1910] 118-121
1907,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"29,703","221,815","29,703",100614,0.295,0.295,Year ended 31st March,SABC [1896-1910] 118-121
1908,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"19,005","152,690","19,005",69259,0.274,0.274,Year ended 31st March,SABC [1896-1910] 118-121
1909,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"13,417","129,162","13,417",58587,0.229,0.229,Year ended 31st March,SABC [1896-1910] 118-121
1910,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"36,665","283,093","36,665",128409,0.286,0.286,Year ended 31st March,SABC [1896-1910] 118-122
1911,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"55,925","3,713","55,925",168419,0.332,0.332,Year ended 31st March,SABC [1909-1923] 159-160
1912,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"23,196","1,850","23,196",83915,0.276,0.276,Year ended 31st March,SABC [1909-1923] 159-160
1913,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"28,152","2,245","28,152",101844,0.276,0.276,Year ended 31st March; quantity not stated,SABC [1909-1923] 159-160
1914,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"12,993","1,663","12,993",75432,0.172,0.172,Year ended 31st March,SABC [1909-1923] 159-160
1915,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"11,495","1,634","11,495",74117,0.155,0.155,Year ended 31st March,SABC [1909-1923] 159-160
1916,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"7,223",923,"7,223",41867,0.173,0.173,Year ended 31st March,SABC [1909-1923] 159-160
1917,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"14,317","1,812","14,317",82191,0.174,0.174,Year ended 31st March,SABC [1909-1923] 159-160
1918,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"14,026","1,866","14,026",84640,0.166,0.166,Year ended 31st March,SABC [1909-1923] 159-160
1919,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"16,551","2,471","16,551",112083,0.148,0.148,Year ended 31st March,SABC [1909-1923] 159-160
1920,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"21,876","3,025","21,876",137212,0.159,0.159,Year ended 31st March,SABC [1909-1923] 159-160
1921,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"25,149","3,656","25,149",165833,0.152,0.152,Year starts on 31st March 1920 ends on 31st December 1921,SABC [1909-1923] 159-160
1922,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"4,278","1,150","4,278",52163,0.082,0.082,,SABC [1909-1923] 159-160
1923,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"11,034","4,384","11,034",198855,0.055,0.055,,SABC [1909-1923] 159-160
1924,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"19,000","6,083","19,000",275920,0.069,0.069,,SABC [1924-1933] 219-220
1925,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"68,000","7,992","68,000",362511,0.188,0.188,,SABC [1924-1933] 219-220
1926,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"137,000","13,629","137,000",618201,0.222,0.222,,SABC [1924-1933] 219-220
1927,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"82,000","14,463","82,000",656031,0.125,0.125,,SABC [1924-1933] 219-220
1928,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"55,000","11,311","55,000",513058,0.107,0.107,,SABC [1924-1933] 219-220
1929,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"29,000","8,234","29,000",373488,0.078,0.078,,SABC [1924-1933] 219-220
1930,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"17,000","6,363","17,000",288621,0.059,0.059,,SABC [1924-1933] 219-220
1931,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"2,000","1,345","2,000",61008,0.033,0.033,,SABC [1924-1933] 219-220
1932,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,CWTS,KG,45.36,"2,000","1,345","2,000",61008,0.033,0.033,,SABC [1924-1933] 219-220
1933,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,499,"36,000",499,16329,0.031,0.031,,SABC [1933-1947] 141-142
1934,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"7,000","327,000","7,000",148325,0.047,0.047,,SABC [1933-1947] 141-142
1935,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"20,000","831,000","20,000",376935,0.053,0.053,,SABC [1933-1947] 141-142
1936,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"31,000","1,282,000","31,000",581505,0.053,0.053,,SABC [1933-1947] 141-142
1937,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"33,000","1,283,000","33,000",581959,0.057,0.057,,SABC [1933-1947] 141-142
1938,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"37,000","1,480,000","37,000",671317,0.055,0.055,,SABC [1936-1945] 149-151
1939,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"42,000","1,627,000","42,000",737995,0.057,0.057,,SABC [1936-1945] 149-151
1940,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"35,000","1,148,000","35,000",520724,0.067,0.067,,SABC [1936-1945] 149-151
1941,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"44,000","1,081,000","44,000",490333,0.09,0.09,,SABC [1936-1945] 149-151
1942,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"57,000","1,399,000","57,000",634576,0.09,0.09,,SABC [1936-1945] 149-151
1943,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"72,000","1,915,000","72,000",868629,0.083,0.083,,SABC [1936-1945] 149-151
1944,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"57,000","1,519,000","57,000",689007,0.083,0.083,,SABC [1936-1945] 149-151
1945,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4001,Rubber,_EX,LBS,KG,0.45,"49,000","1,295,000","49,000",587402,0.083,0.083,,SABC [1936-1945] 149-151
1914,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"189,275","40,489","189,275",2056936,0.092,0.092,"Hides, ox; Year ended 31st March",SABC [1909-1923] 159-160
1915,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"141,917","33,485","141,917",1701117,0.083,0.083,"Hides, ox; Year ended 31st March",SABC [1909-1923] 159-160
1916,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"154,469","38,419","154,469",1951775,0.079,0.079,"Hides, ox; Year ended 31st March",SABC [1909-1923] 159-160
1917,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"176,874","53,069","176,874",2696030,0.066,0.066,"Hides, ox; Year ended 31st March",SABC [1909-1923] 159-160
1918,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"203,758","46,841","203,758",2379633,0.086,0.086,"Hides, ox; Year ended 31st March",SABC [1909-1923] 159-160
1919,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"123,391","27,530","123,391",1398589,0.088,0.088,"Hides, ox; Year ended 31st March",SABC [1909-1923] 159-160
1920,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"592,850","84,188","592,850",4276948,0.139,0.139,"Hides, ox; Year ended 31st March",SABC [1909-1923] 159-160
1921,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"107,937","25,698","107,937",1305519,0.083,0.083,"Hides, ox; Year starts on 31st March 1920 ends on 31st December 1921",SABC [1909-1923] 159-160
1922,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"50,049","23,891","50,049",1213719,0.041,0.041,"Hides, ox",SABC [1909-1923] 159-160
1923,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"118,234","45,369","118,234",2304852,0.051,0.051,"Hides, ox",SABC [1909-1923] 159-160
1924,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"203,000","55,000","203,000",2794129,0.073,0.073,"Hides, dry and salted (excl. Sheep and goat)",SABC [1924-1933] 219-220
1925,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"298,000","69,000","298,000",3505362,0.085,0.085,"Hides, dry and salted (excl. Sheep and goat)",SABC [1924-1933] 219-220
1926,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"208,000","59,000","208,000",2997338,0.069,0.069,"Hides, dry and salted (excl. Sheep and goat)",SABC [1924-1933] 219-220
1927,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"263,000","77,000","263,000",3911781,0.067,0.067,"Hides, dry and salted (excl. Sheep and goat)",SABC [1924-1933] 219-220
1928,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"502,000","112,000","502,000",5689863,0.088,0.088,"Hides, dry and salted (excl. Sheep and goat)",SABC [1924-1933] 219-220
1929,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"416,000","99,000","416,000",5029432,0.083,0.083,"Hides, dry and salted (excl. Sheep and goat)",SABC [1924-1933] 219-220
1930,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"164,000","68,000","164,000",3454559,0.047,0.047,"Hides, dry and salted (excl. Sheep and goat)",SABC [1924-1933] 219-220
1931,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"100,000","55,000","100,000",2794129,0.036,0.036,"Hides, dry and salted (excl. Sheep and goat)",SABC [1924-1933] 219-220
1932,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"115,000","69,000","115,000",3505362,0.033,0.033,"Hides, dry and salted (excl. Sheep and goat)",SABC [1924-1933] 219-220
1933,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"152,000","105,000","152,000",5334246,0.028,0.028,"Hides, dry and salted (excl. Sheep and goat)",SABC [1924-1933] 219-220
1934,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"196,000","117,000","196,000",5943874,0.033,0.033,"Hides, dry and salted (excl. Sheep and goat)",SABC [1933-1947] 141-142
1935,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"170,000","95,000","170,000",4826223,0.035,0.035,"Hides, dry and salted (excl. Sheep and goat)",SABC [1933-1947] 141-142
1936,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"168,000","73,000","168,000",3708571,0.045,0.045,"Hides, dry and salted (excl. Sheep and goat)",SABC [1933-1947] 141-142
1937,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"280,000","80,000","280,000",4064188,0.069,0.069,"Hides, dry and salted (excl. Sheep and goat)",SABC [1933-1947] 141-142
1938,GB,1,EA,KUP,Kenya and Uganda Protectorate,_4100,Hides,_EX,CWTL,KG,50.8,"191,000","77,452","191,000",3934743,0.049,0.049,"Hides, dry and salted (excl. Sheep and goat)",SABC [1936-1945] 149-151
